O*NET-SOC Code,Title,Analytical_Thinking,Emotional_Intelligence,Creativity,Manual_Dexterity,AI_Exposure_Index,Skill_Disruption_Index,Labour_Market_Churn,Repetitiveness,Skill_Diversity,Cognitive_Manual_Ratio,Composite_Risk_Score,Automation_Risk,Cluster
17-1022.01,Geodetic Surveyors,0.6197718631178707,0.5185714285714285,0.5,0.44230769230769224,0.94,0.97,0.35,0.5,0.06464844019161821,1.738650021988444,0.5880000000000001,Medium,0
17-2011.00,Aerospace Engineers,0.7110266159695818,0.59,0.6666666666666666,0.0,0.94,0.97,0.35,0.5,0.28731570859769695,3.9353865574017237,0.538,Medium,1
17-2021.00,Agricultural Engineers,0.6197718631178707,0.6057142857142859,0.6666666666666666,0.282051282051282,0.94,0.97,0.35,0.5,0.1538918591994277,2.4194740888555617,0.538,Medium,0
17-2031.00,Bioengineers and Biomedical Engineers,0.6197718631178707,0.5714285714285716,0.7466666666666667,0.358974358974359,0.94,0.97,0.35,0.5,0.1436637092178678,2.2560243838604865,0.514,Medium,0
17-2041.00,Chemical Engineers,0.7110266159695818,0.4642857142857144,0.7066666666666667,0.03846153846153849,0.94,0.97,0.35,0.5,0.2739847914392527,3.495103844935595,0.526,Medium,1
17-2051.00,Civil Engineers,0.6197718631178707,0.5885714285714287,0.6233333333333334,0.0,0.94,0.97,0.35,0.5,0.26539346099342126,3.6633532427185593,0.5509999999999999,Medium,1
17-2051.01,Transportation Engineers,0.6653992395437263,0.6071428571428572,0.6233333333333334,0.16025641025641024,0.94,0.97,0.35,0.5,0.20545264750228215,2.8714229770404374,0.5509999999999999,Medium,1
17-2051.02,Water/Wastewater Engineers,0.6653992395437263,0.5714285714285716,0.7466666666666667,0.0,0.94,0.97,0.35,0.5,0.29293724039831975,3.966988947343952,0.514,Medium,1
17-2061.00,Computer Hardware Engineers,0.6653992395437263,0.5357142857142858,0.7066666666666667,0.4006410256410256,0.94,0.97,0.35,0.5,0.12469062319753711,2.118247043486145,0.526,Medium,0
17-2071.00,Electrical Engineers,0.6653992395437263,0.59,0.6233333333333334,0.358974358974359,0.94,0.97,0.35,0.5,0.12171209254774569,2.1871812016986643,0.5509999999999999,Medium,0
17-2072.00,"Electronics Engineers, Except Computer",0.6653992395437263,0.5185714285714285,0.6666666666666666,0.6025641025641025,0.94,0.97,0.35,0.5,0.07893141128679672,1.678485023047212,0.538,Medium,0
17-2072.01,Radio Frequency Identification Device Specialists,0.6197718631178707,0.5528571428571432,0.54,0.358974358974359,0.94,0.97,0.35,0.5,0.09695617540675884,1.9938069001572258,0.5760000000000001,Medium,0
17-2081.00,Environmental Engineers,0.6653992395437263,0.6785714285714287,0.7466666666666667,0.0,0.94,0.97,0.35,0.5,0.30349879847243955,4.181274661201095,0.514,Medium,1
17-2111.00,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",0.5703422053231939,0.5528571428571432,0.6666666666666666,0.0,0.94,0.97,0.35,0.5,0.2630059043231124,3.579732022534544,0.538,Medium,1
17-2111.02,Fire-Prevention and Protection Engineers,0.7604562737642586,0.5885714285714287,0.6233333333333334,0.0,0.94,0.97,0.35,0.5,0.29186499325184556,3.9447220634485975,0.5509999999999999,Medium,1
17-2112.00,Industrial Engineers,0.6653992395437263,0.5885714285714287,0.6233333333333334,0.03846153846153849,0.94,0.97,0.35,0.5,0.255935333696765,3.4864217105009803,0.5509999999999999,Medium,1
17-2112.01,Human Factors Engineers and Ergonomists,0.6653992395437263,0.6257142857142856,0.7466666666666667,0.0,0.94,0.97,0.35,0.5,0.29737180680856723,4.075560375698236,0.514,Medium,1
17-2112.02,Validation Engineers,0.6653992395437263,0.5714285714285716,0.54,0.08012820512820512,0.94,0.97,0.35,0.5,0.2270787072365352,3.06281920479424,0.5760000000000001,Medium,1
17-2112.03,Manufacturing Engineers,0.5703422053231939,0.5542857142857142,0.7466666666666667,0.44230769230769224,0.94,0.97,0.35,0.5,0.1144536299228049,1.9858636404707142,0.514,Medium,0
17-2121.00,Marine Engineers and Naval Architects,0.7110266159695818,0.59,0.7466666666666667,0.44230769230769224,0.94,0.97,0.35,0.5,0.13113436655743532,2.173062256818075,0.514,Medium,0
17-2131.00,Materials Engineers,0.6197718631178707,0.5714285714285716,0.6666666666666666,0.44230769230769224,0.94,0.97,0.35,0.5,0.09018389382623024,1.9716140645011784,0.538,Medium,0
17-2141.00,Mechanical Engineers,0.6197718631178707,0.5371428571428573,0.6666666666666666,0.19871794871794873,0.94,0.97,0.35,0.5,0.18314890878729953,2.609896293151649,0.538,Medium,1
17-2141.01,Fuel Cell Engineers,0.6653992395437263,0.5,0.7066666666666667,0.4006410256410256,0.94,0.97,0.35,0.5,0.12754059275624616,2.0785927476481203,0.526,Medium,0
17-2141.02,Automotive Engineers,0.7110266159695818,0.6071428571428572,0.8333333333333334,0.19871794871794873,0.94,0.97,0.35,0.5,0.24153824466875343,3.0792150213319536,0.488,Medium,1
17-2151.00,"Mining and Geological Engineers, Including Mining Safety Engineers",0.6653992395437263,0.6085714285714287,0.7066666666666667,0.0,0.94,0.97,0.35,0.5,0.28800207989436666,3.961274661641094,0.526,Medium,1
17-2161.00,Nuclear Engineers,0.7110266159695818,0.6428571428571429,0.6666666666666666,0.16025641025641024,0.94,0.97,0.35,0.5,0.2245025935773052,3.0602511252385427,0.538,Medium,1
17-2171.00,Petroleum Engineers,0.6653992395437263,0.7314285714285716,0.6666666666666666,0.0,0.94,0.97,0.35,0.5,0.29911852172456704,4.126988947023952,0.538,Medium,1
17-2199.03,"Energy Engineers, Except Wind and Solar",0.6653992395437263,0.59,0.6233333333333334,0.0,0.94,0.97,0.35,0.5,0.27282176497511634,3.757465138239189,0.5509999999999999,Medium,1
17-2199.05,Mechatronics Engineers,0.5703422053231939,0.4814285714285716,0.6666666666666666,0.3205128205128205,0.94,0.97,0.35,0.5,0.12745874290813866,2.0943456316137308,0.538,Medium,0
17-2199.06,Microsystems Engineers,0.6653992395437263,0.5714285714285716,0.7066666666666667,0.4807692307692307,0.94,0.97,0.35,0.5,0.09942326689441573,1.9816022104741735,0.526,Medium,0
17-2199.07,Photonics Engineers,0.6653992395437263,0.5,0.79,0.4807692307692307,0.94,0.97,0.35,0.5,0.1358106623463536,1.993740399070574,0.501,Medium,0
17-2199.08,Robotics Engineers,0.6653992395437263,0.6085714285714287,0.8333333333333334,0.641025641025641,0.94,0.97,0.35,0.5,0.12056591072977078,1.8468506962800866,0.488,Medium,0
17-2199.09,Nanosystems Engineers,0.6653992395437263,0.5714285714285716,0.79,0.4006410256410256,0.94,0.97,0.35,0.5,0.1499043309819026,2.250428029612895,0.501,Medium,0
17-2199.10,Wind Energy Engineers,0.6653992395437263,0.5,0.5800000000000001,0.08012820512820512,0.94,0.97,0.35,0.5,0.2258102621992435,3.0086439878394793,0.5640000000000001,Medium,1
17-2199.11,Solar Energy Systems Engineers,0.6653992395437263,0.5357142857142858,0.7066666666666667,0.358974358974359,0.94,0.97,0.35,0.5,0.13874451619655026,2.22099783278936,0.526,Medium,0
17-3011.00,Architectural and Civil Drafters,0.42965779467680604,0.4814285714285716,0.6666666666666666,0.44230769230769224,0.94,0.97,0.35,0.5,0.09528722030709413,1.6743501554506142,0.538,Medium,0
17-3012.00,Electrical and Electronics Drafters,0.4752851711026616,0.5,0.5,0.44230769230769224,0.94,0.97,0.35,0.5,0.025401958104188088,1.565608751345444,0.5880000000000001,Medium,0
17-3013.00,Mechanical Drafters,0.3802281368821293,0.4642857142857144,0.6233333333333334,0.3205128205128205,0.94,0.97,0.35,0.5,0.11628550061663608,1.7889387539305406,0.5509999999999999,Medium,0
17-3021.00,Aerospace Engineering and Operations Technologists and Technicians,0.6197718631178707,0.4828571428571428,0.5,0.641025641025641,0.94,0.97,0.35,0.5,0.075256047550075,1.4045512624325398,0.5880000000000001,Medium,0
17-3022.00,Civil Engineering Technologists and Technicians,0.6197718631178707,0.5185714285714285,0.54,0.3205128205128205,0.94,0.97,0.35,0.5,0.11011991538581224,2.0454808842534034,0.5760000000000001,Medium,0
17-3023.00,Electrical and Electronic Engineering Technologists and Technicians,0.5703422053231939,0.5,0.54,0.5608974358974359,0.94,0.97,0.35,0.5,0.03313578354113073,1.5179056422575525,0.5760000000000001,Medium,0
17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians,0.5209125475285171,0.4285714285714286,0.54,0.8012820512820512,0.94,0.97,0.35,0.5,0.14230361322650764,1.144628079276008,0.5760000000000001,Medium,0
17-3024.01,Robotics Technicians,0.6197718631178707,0.5185714285714285,0.54,0.8814102564102564,0.94,0.97,0.35,0.5,0.15740010635863533,1.2149492033132183,0.5760000000000001,Medium,0
17-3025.00,Environmental Engineering Technologists and Technicians,0.6197718631178707,0.5542857142857142,0.54,0.6025641025641025,0.94,0.97,0.35,0.5,0.048378134161787795,1.5546103594909302,0.5760000000000001,Medium,0
17-3026.00,Industrial Engineering Technologists and Technicians,0.6197718631178707,0.5200000000000001,0.6233333333333334,0.358974358974359,0.94,0.97,0.35,0.5,0.10824042470577873,2.0525702263148276,0.5509999999999999,Medium,0
17-3026.01,Nanotechnology Engineering Technologists and Technicians,0.6653992395437263,0.5171428571428573,0.5800000000000001,0.6025641025641025,0.94,0.97,0.35,0.5,0.06691351466853829,1.5985846908937662,0.5640000000000001,Medium,0
17-3027.00,Mechanical Engineering Technologists and Technicians,0.5703422053231939,0.5357142857142858,0.5800000000000001,0.641025641025641,0.94,0.97,0.35,0.5,0.05271437957880567,1.477667485232195,0.5640000000000001,Medium,0
17-3027.01,Automotive Engineering Technicians,0.4752851711026616,0.4642857142857144,0.54,0.6794871794871795,0.94,0.97,0.35,0.5,0.08752440655522613,1.254418793070094,0.5760000000000001,Medium,0
17-3029.01,Non-Destructive Testing Specialists,0.4752851711026616,0.5171428571428573,0.37333333333333335,0.641025641025641,0.94,0.97,0.35,0.5,0.09595332655608121,1.1969593944919958,0.626,Medium,0
17-3029.08,Photonics Technicians,0.42965779467680604,0.44714285714285706,0.4133333333333334,0.6794871794871795,0.94,0.97,0.35,0.5,0.10872452274505627,1.0938092473545282,0.614,Medium,2
17-3031.00,Surveying and Mapping Technicians,0.42965779467680604,0.4285714285714286,0.4566666666666667,0.4807692307692307,0.94,0.97,0.35,0.5,0.03141304803754213,1.340678160899208,0.601,Medium,0
19-1011.00,Animal Scientists,0.6653992395437263,0.5885714285714287,0.6233333333333334,0.03846153846153849,0.94,0.97,0.35,0.5,0.255935333696765,3.4864217105009803,0.5509999999999999,Medium,1
19-1012.00,Food Scientists and Technologists,0.6653992395437263,0.6071428571428572,0.7466666666666667,0.358974358974359,0.94,0.97,0.35,0.5,0.15080175840057636,2.350720647137273,0.514,Medium,0
19-1013.00,Soil and Plant Scientists,0.6653992395437263,0.5542857142857142,0.8333333333333334,0.3205128205128205,0.94,0.97,0.35,0.5,0.1908700528162131,2.502116034430177,0.488,Medium,1
19-1021.00,Biochemists and Biophysicists,0.7604562737642586,0.5885714285714287,0.79,0.4006410256410256,0.94,0.97,0.35,0.5,0.1668877669998709,2.3750058447962017,0.501,Medium,0
19-1022.00,Microbiologists,0.6653992395437263,0.5542857142857142,0.5800000000000001,0.5192307692307693,0.94,0.97,0.35,0.5,0.06467654524508279,1.765728632213453,0.5640000000000001,Medium,0
19-1023.00,Zoologists and Wildlife Biologists,0.6653992395437263,0.7142857142857143,0.6233333333333334,0.3205128205128205,0.94,0.97,0.35,0.5,0.15793001533368858,2.4411785345044446,0.5509999999999999,Medium,0
19-1029.01,Bioinformatics Scientists,0.7110266159695818,0.6071428571428572,0.79,0.24038461538461536,0.94,0.97,0.35,0.5,0.21401751207068295,2.8473977260722636,0.501,Medium,1
19-1029.02,Molecular and Cellular Biologists,0.7110266159695818,0.6242857142857146,0.79,0.3205128205128205,0.94,0.97,0.35,0.5,0.18475849507658898,2.590224399341807,0.501,Medium,1
19-1029.03,Geneticists,0.6653992395437263,0.6600000000000003,0.79,0.3205128205128205,0.94,0.97,0.35,0.5,0.18115510703631674,2.5781428200518053,0.501,Medium,1
19-1029.04,Biologists,0.6653992395437263,0.5714285714285716,0.5800000000000001,0.3205128205128205,0.94,0.97,0.35,0.5,0.12971324821205263,2.21425889192386,0.5640000000000001,Medium,0
19-1031.00,Conservation Scientists,0.4752851711026616,0.6071428571428572,0.6233333333333334,0.4006410256410256,0.94,0.97,0.35,0.5,0.0934203375873264,1.8939414385113604,0.5509999999999999,Medium,0
19-1031.02,Range Managers,0.5703422053231939,0.6600000000000003,0.6233333333333334,0.358974358974359,0.94,0.97,0.35,0.5,0.11895731649950039,2.1580103260729,0.5509999999999999,Medium,0
19-1031.03,Park Naturalists,0.5209125475285171,0.6785714285714287,0.5800000000000001,0.4006410256410256,0.94,0.97,0.35,0.5,0.10260152567262791,1.97579715276418,0.5640000000000001,Medium,0
19-1032.00,Foresters,0.6197718631178707,0.6785714285714287,0.6233333333333334,0.3205128205128205,0.94,0.97,0.35,0.5,0.1431159211115127,2.3420433838919688,0.5509999999999999,Medium,0
19-1041.00,Epidemiologists,0.7604562737642586,0.8214285714285715,0.8333333333333334,0.03846153846153849,0.94,0.97,0.35,0.5,0.3369412421116505,4.485405180361408,0.488,Medium,1
19-1042.00,"Medical Scientists, Except Epidemiologists",0.6653992395437263,0.5714285714285716,0.6233333333333334,0.4006410256410256,0.94,0.97,0.35,0.5,0.10480781433768546,2.065374649035445,0.5509999999999999,Medium,0
19-2011.00,Astronomers,0.7110266159695818,0.6057142857142859,0.79,0.08012820512820512,0.94,0.97,0.35,0.5,0.27799103149398957,3.631509172333348,0.501,Medium,1
19-2012.00,Physicists,0.7110266159695818,0.6071428571428572,0.9133333333333334,0.0,0.94,0.97,0.35,0.5,0.3413713370547895,4.4630056039655335,0.46399999999999997,Medium,1
19-2021.00,Atmospheric and Space Scientists,0.6653992395437263,0.5885714285714287,0.54,0.08012820512820512,0.94,0.97,0.35,0.5,0.22908727146328478,3.0923693231332003,0.5760000000000001,Medium,1
19-2031.00,Chemists,0.6653992395437263,0.5357142857142858,0.54,0.5608974358974359,0.94,0.97,0.35,0.5,0.06264741058694963,1.6411704512642131,0.5760000000000001,Medium,0
19-2032.00,Materials Scientists,0.6653992395437263,0.5714285714285716,0.6233333333333334,0.19871794871794873,0.94,0.97,0.35,0.5,0.18557180906238516,2.662248973361171,0.5509999999999999,Medium,1
19-2041.00,"Environmental Scientists and Specialists, Including Health",0.6197718631178707,0.6771428571428573,0.5800000000000001,0.24038461538461536,0.94,0.97,0.35,0.5,0.17086047826507963,2.5350536447203913,0.5640000000000001,Medium,0
19-2041.01,Climate Change Policy Analysts,0.6653992395437263,0.5885714285714287,0.5800000000000001,0.0,0.94,0.97,0.35,0.5,0.26743628147261594,3.6679413288944276,0.5640000000000001,Medium,1
19-2041.02,Environmental Restoration Planners,0.6653992395437263,0.6442857142857144,0.5800000000000001,0.282051282051282,0.94,0.97,0.35,0.5,0.1550630940143203,2.4163184624626814,0.5640000000000001,Medium,0
19-2041.03,Industrial Ecologists,0.6197718631178707,0.5885714285714287,0.6666666666666666,0.0,0.94,0.97,0.35,0.5,0.2724167179293756,3.7500199092118924,0.538,Medium,1
19-2042.00,"Geoscientists, Except Hydrologists and Geographers",0.6653992395437263,0.5714285714285716,0.5800000000000001,0.24038461538461536,0.94,0.97,0.35,0.5,0.16248418756992522,2.4538972998170605,0.5640000000000001,Medium,0
19-2043.00,Hydrologists,0.6653992395437263,0.5714285714285716,0.6233333333333334,0.358974358974359,0.94,0.97,0.35,0.5,0.12036841159147472,2.165560732640679,0.5509999999999999,Medium,0
19-2099.01,Remote Sensing Scientists and Technologists,0.6653992395437263,0.5371428571428573,0.6666666666666666,0.282051282051282,0.94,0.97,0.35,0.5,0.15767054373319783,2.3901357927069338,0.538,Medium,0
19-3011.00,Economists,0.7110266159695818,0.5714285714285716,0.5800000000000001,0.0,0.94,0.97,0.35,0.5,0.2748865940570604,3.724910367346487,0.5640000000000001,Medium,1
19-3011.01,Environmental Economists,0.6653992395437263,0.5714285714285716,0.6233333333333334,0.0,0.94,0.97,0.35,0.5,0.27099773027495017,3.720322281170618,0.5509999999999999,Medium,1
19-3022.00,Survey Researchers,0.7604562737642586,0.6785714285714287,0.5800000000000001,0.08012820512820512,0.94,0.97,0.35,0.5,0.2647882035594997,3.4803129394634085,0.5640000000000001,Medium,1
19-3032.00,Industrial-Organizational Psychologists,0.7110266159695818,0.8585714285714285,0.8333333333333334,0.0,0.94,0.97,0.35,0.5,0.35417018299515846,4.805862746136962,0.488,Medium,1
19-3033.00,Clinical and Counseling Psychologists,0.7604562737642586,0.8757142857142857,0.6666666666666666,0.0,0.94,0.97,0.35,0.5,0.34221133664114306,4.6056744430790735,0.538,Medium,1
19-3034.00,School Psychologists,0.6653992395437263,0.8571428571428572,0.54,0.0,0.94,0.97,0.35,0.5,0.31848297681281784,4.125084185122999,0.5760000000000001,Medium,1
19-3039.02,Neuropsychologists,0.7604562737642586,0.8385714285714289,0.5800000000000001,0.3205128205128205,0.94,0.97,0.35,0.5,0.20686685548606584,2.655690008984997,0.5640000000000001,Medium,1
19-3039.03,Clinical Neuropsychologists,0.7604562737642586,0.8571428571428572,0.5800000000000001,0.282051282051282,0.94,0.97,0.35,0.5,0.22543138139830002,2.8100447867470746,0.5640000000000001,Medium,1
19-3041.00,Sociologists,0.6653992395437263,0.7314285714285716,0.5800000000000001,0.0,0.94,0.97,0.35,0.5,0.29034836922490426,3.953655614037285,0.5640000000000001,Medium,1
19-3051.00,Urban and Regional Planners,0.6653992395437263,0.7128571428571431,0.6233333333333334,0.0,0.94,0.97,0.35,0.5,0.29063537180582355,4.003179423462047,0.5509999999999999,Medium,1
19-3091.00,Anthropologists and Archeologists,0.7110266159695818,0.6228571428571429,0.5800000000000001,0.24038461538461536,0.94,0.97,0.35,0.5,0.17935057281148134,2.584985852586245,0.5640000000000001,Medium,1
19-3092.00,Geographers,0.6653992395437263,0.5357142857142858,0.5800000000000001,0.08012820512820512,0.94,0.97,0.35,0.5,0.22774655392417298,3.07020673437898,0.5640000000000001,Medium,1
19-3093.00,Historians,0.7110266159695818,0.5885714285714287,0.5,0.08012820512820512,0.94,0.97,0.35,0.5,0.23757961809248984,3.1020695520936448,0.5880000000000001,Medium,1
19-3094.00,Political Scientists,0.6653992395437263,0.6957142857142858,0.5800000000000001,0.0,0.94,0.97,0.35,0.5,0.28344640882042776,3.8822270427515706,0.5640000000000001,Medium,1
19-3099.01,Transportation Planners,0.6653992395437263,0.6600000000000003,0.7466666666666667,0.03846153846153849,0.94,0.97,0.35,0.5,0.28477001297548693,3.8481223901013597,0.514,Medium,1
19-4012.00,Agricultural Technicians,0.3802281368821293,0.44714285714285706,0.54,0.6025641025641025,0.94,0.97,0.35,0.5,0.08526105822282619,1.2401736911304115,0.5760000000000001,Medium,0
19-4012.01,Precision Agriculture Technicians,0.5703422053231939,0.5,0.54,0.641025641025641,0.94,0.97,0.35,0.5,0.05873478194565173,1.4113111450014253,0.5760000000000001,Medium,0
19-4013.00,Food Science Technicians,0.3802281368821293,0.5,0.29000000000000004,0.4807692307692307,0.94,0.97,0.35,0.5,0.09280968996106637,1.193173785408347,0.651,Medium,2
19-4021.00,Biological Technicians,0.6197718631178707,0.4642857142857144,0.5,0.6025641025641025,0.94,0.97,0.35,0.5,0.06923632400480784,1.436703382853683,0.5880000000000001,Medium,0
19-4031.00,Chemical Technicians,0.6653992395437263,0.5371428571428573,0.54,0.6794871794871795,0.94,0.97,0.35,0.5,0.08205243123925483,1.4773726459382437,0.5760000000000001,Medium,0
19-4042.00,"Environmental Science and Protection Technicians, Including Health",0.5703422053231939,0.5542857142857142,0.5,0.6025641025641025,0.94,0.97,0.35,0.5,0.04497531759812252,1.4734997397042073,0.5880000000000001,Medium,0
19-4043.00,"Geological Technicians, Except Hydrologic Technicians",0.4752851711026616,0.4285714285714286,0.4133333333333334,0.4807692307692307,0.94,0.97,0.35,0.5,0.0368432398131044,1.3430171852264539,0.614,Medium,0
19-4051.00,Nuclear Technicians,0.5209125475285171,0.5342857142857144,0.4566666666666667,0.6794871794871795,0.94,0.97,0.35,0.5,0.08423648909690135,1.281798525234019,0.601,Medium,0
19-4051.02,Nuclear Monitoring Technicians,0.6197718631178707,0.5542857142857142,0.54,0.5608974358974359,0.94,0.97,0.35,0.5,0.04324547317710132,1.6156675638846834,0.5760000000000001,Medium,0
19-4061.00,Social Science Research Assistants,0.5703422053231939,0.5014285714285714,0.54,0.08012820512820512,0.94,0.97,0.35,0.5,0.20239635824391686,2.7783010026503923,0.5760000000000001,Medium,1
19-4071.00,Forest and Conservation Technicians,0.5703422053231939,0.5700000000000001,0.54,0.6794871794871795,0.94,0.97,0.35,0.5,0.06664877383604105,1.4246379554792103,0.5760000000000001,Medium,0
19-4092.00,Forensic Science Technicians,0.6653992395437263,0.6242857142857146,0.5,0.6025641025641025,0.94,0.97,0.35,0.5,0.07508558101194918,1.623202631070774,0.5880000000000001,Medium,0
19-4099.01,Quality Control Analysts,0.3802281368821293,0.44714285714285706,0.5,0.6025641025641025,0.94,0.97,0.35,0.5,0.0816650992507357,1.2038946213958739,0.5880000000000001,Medium,0
19-4099.03,Remote Sensing Technicians,0.5703422053231939,0.4828571428571428,0.6233333333333334,0.4006410256410256,0.94,0.97,0.35,0.5,0.08534351774201936,1.8614882421760883,0.5509999999999999,Medium,0
19-5011.00,Occupational Health and Safety Specialists,0.5703422053231939,0.6785714285714287,0.54,0.3205128205128205,0.94,0.97,0.35,0.5,0.13062981930554501,2.1802384886519057,0.5760000000000001,Medium,0
19-5012.00,Occupational Health and Safety Technicians,0.6197718631178707,0.5885714285714287,0.54,0.282051282051282,0.94,0.97,0.35,0.5,0.13332954922561727,2.2355865012686826,0.5760000000000001,Medium,0
21-1011.00,Substance Abuse and Behavioral Disorder Counselors,0.7110266159695818,0.8385714285714289,0.5800000000000001,0.08012820512820512,0.94,0.97,0.35,0.5,0.288555951706628,3.670909330118629,0.5640000000000001,Medium,1
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",0.6197718631178707,0.8742857142857144,0.5800000000000001,0.08012820512820512,0.94,0.97,0.35,0.5,0.2882588975794884,3.5751710664887586,0.5640000000000001,Medium,1
21-1013.00,Marriage and Family Therapists,0.6197718631178707,0.9657142857142856,0.7466666666666667,0.03846153846153849,0.94,0.97,0.35,0.5,0.34555256154619096,4.331140935025695,0.514,Medium,1
21-1014.00,Mental Health Counselors,0.6653992395437263,1.0,0.6666666666666666,0.16025641025641024,0.94,0.97,0.35,0.5,0.30499350006722825,3.5320609788137847,0.538,Medium,1
21-1015.00,Rehabilitation Counselors,0.5209125475285171,0.802857142857143,0.5800000000000001,0.03846153846153849,0.94,0.97,0.35,0.5,0.2787965606490302,3.535572275578734,0.5640000000000001,Medium,1
21-1021.00,"Child, Family, and School Social Workers",0.7110266159695818,0.9642857142857144,0.5800000000000001,0.03846153846153849,0.94,0.97,0.35,0.5,0.33994506594025165,4.18843717698131,0.5640000000000001,Medium,1
21-1022.00,Healthcare Social Workers,0.6653992395437263,0.8928571428571428,0.54,0.16025641025641024,0.94,0.97,0.35,0.5,0.26709248263190033,3.177941700570648,0.5760000000000001,Medium,1
21-1023.00,Mental Health and Substance Abuse Social Workers,0.6653992395437263,0.8928571428571428,0.79,0.03846153846153849,0.94,0.97,0.35,0.5,0.3350004643845967,4.361047559216812,0.501,Medium,1
21-1091.00,Health Education Specialists,0.5703422053231939,0.802857142857143,0.6233333333333334,0.3205128205128205,0.94,0.97,0.35,0.5,0.17606366992486733,2.433274202629233,0.5509999999999999,Medium,0
21-1092.00,Probation Officers and Correctional Treatment Specialists,0.6197718631178707,0.7314285714285716,0.4566666666666667,0.3205128205128205,0.94,0.97,0.35,0.5,0.15708407572520286,2.2033380269181584,0.601,Medium,0
21-1093.00,Social and Human Service Assistants,0.5209125475285171,0.8214285714285715,0.54,0.16025641025641024,0.94,0.97,0.35,0.5,0.2347426559274999,2.850924408859822,0.5760000000000001,Medium,1
21-1094.00,Community Health Workers,0.5703422053231939,0.8371428571428572,0.54,0.44230769230769224,0.94,0.97,0.35,0.5,0.1526057469463573,2.066718839607455,0.5760000000000001,Medium,0
21-2011.00,Clergy,0.5703422053231939,0.8742857142857144,0.8333333333333334,0.08012820512820512,0.94,0.97,0.35,0.5,0.31890266736570044,3.926651434767206,0.488,Medium,1
21-2021.00,"Directors, Religious Activities and Education",0.6197718631178707,0.8214285714285715,0.6666666666666666,0.0,0.94,0.97,0.35,0.5,0.31349335766419845,4.2157341939947495,0.538,Medium,1
23-1011.00,Lawyers,0.8555133079847909,0.8214285714285715,0.79,0.03846153846153849,0.94,0.97,0.35,0.5,0.3448685500318435,4.581463481830669,0.501,Medium,1
23-1012.00,Judicial Law Clerks,0.7604562737642586,0.6071428571428572,0.4566666666666667,0.12179487179487175,0.94,0.97,0.35,0.5,0.23645933523575513,2.933870762513673,0.601,Medium,1
23-1021.00,"Administrative Law Judges, Adjudicators, and Hearing Officers",0.7604562737642586,0.7328571428571428,0.5,0.24038461538461536,0.94,0.97,0.35,0.5,0.21126826158882175,2.692267468164025,0.5880000000000001,Medium,1
23-1022.00,"Arbitrators, Mediators, and Conciliators",0.6653992395437263,0.7500000000000001,0.54,0.0,0.94,0.97,0.35,0.5,0.29200131115929406,3.9107984712658563,0.5760000000000001,Medium,1
23-1023.00,"Judges, Magistrate Judges, and Magistrates",1.0,0.8571428571428572,0.54,0.0,0.94,0.97,0.35,0.5,0.38652507377020345,4.794285704697144,0.5760000000000001,Medium,1
23-2011.00,Paralegals and Legal Assistants,0.3802281368821293,0.5371428571428573,0.4133333333333334,0.282051282051282,0.94,0.97,0.35,0.5,0.10092819500679164,1.7015563508397964,0.614,Medium,0
23-2093.00,"Title Examiners, Abstractors, and Searchers",0.5209125475285171,0.5185714285714285,0.24666666666666673,0.19871794871794873,0.94,0.97,0.35,0.5,0.16020206864924877,1.8407293576553923,0.6639999999999999,High,0
25-1011.00,"Business Teachers, Postsecondary",0.6197718631178707,0.6071428571428572,0.54,0.0,0.94,0.97,0.35,0.5,0.2581468291037262,3.533829433453797,0.5760000000000001,Medium,1
25-1021.00,"Computer Science Teachers, Postsecondary",0.6197718631178707,0.6428571428571429,0.5800000000000001,0.12179487179487175,0.94,0.97,0.35,0.5,0.21444081314322094,2.9634033450496,0.5640000000000001,Medium,1
25-1022.00,"Mathematical Science Teachers, Postsecondary",0.6197718631178707,0.5714285714285716,0.5800000000000001,0.0,0.94,0.97,0.35,0.5,0.2575740144990878,3.542400862008083,0.5640000000000001,Medium,1
25-1031.00,"Architecture Teachers, Postsecondary",0.6197718631178707,0.6957142857142858,0.6233333333333334,0.0,0.94,0.97,0.35,0.5,0.2815634390266208,3.877638956575702,0.5509999999999999,Medium,1
25-1032.00,"Engineering Teachers, Postsecondary",0.6197718631178707,0.5885714285714287,0.6233333333333334,0.0,0.94,0.97,0.35,0.5,0.26539346099342126,3.6633532427185593,0.5509999999999999,Medium,1
25-1041.00,"Agricultural Sciences Teachers, Postsecondary",0.6653992395437263,0.6600000000000003,0.5800000000000001,0.3205128205128205,0.94,0.97,0.35,0.5,0.14262302081545902,2.322205320363729,0.5640000000000001,Medium,0
25-1042.00,"Biological Science Teachers, Postsecondary",0.6197718631178707,0.6071428571428572,0.5800000000000001,0.24038461538461536,0.94,0.97,0.35,0.5,0.15746237132245008,2.4405081903026344,0.5640000000000001,Medium,0
25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary",0.6197718631178707,0.6242857142857146,0.54,0.0,0.94,0.97,0.35,0.5,0.2607997373440369,3.56811514767094,0.5760000000000001,Medium,1
